qid,band,pi_en,pi_cm,pi_zh
1097386,40-60,0.012049340245077169,-0.05168382685933603,-0.10328738112571118
160735,40-60,-0.010767608983883091,-0.08409310978394136,-0.12809336168916602
859229,40-60,0.0012690663336322426,-0.044488052879843,-0.09776239930176353
1002585,40-60,-0.026903743994374542,-0.10984029045120305,-0.13143287672702486
1097585,40-60,-0.005277249346153769,-0.03929743537343283,-0.10436821979369233
698719,40-60,0.023478182730598502,-0.06374548353778349,-0.12609637081482672
299732,40-60,0.0315975372254801,-0.03785161138768521,-0.11582936183124984
401287,40-60,0.039089008902154346,-0.05856242768949967,-0.1282564425686194
278429,40-60,0.03588277713589927,-0.034025481978127464,-0.06471001039108214
128200,40-60,-0.018803212789700072,-0.11868464361453361,-0.12537747861245557
1059820,40-60,0.011158985035579596,-0.12724308136505286,-0.15832594063280406
912961,40-60,0.012009089148564325,-0.0543875385956747,-0.05428037763224995
161224,40-60,-0.02490574518217693,-0.09622510350702024,-0.1182755930653287
471007,40-60,-0.004965404059615663,-0.07766422127872338,-0.059329078653046104
1084276,40-60,0.010626105644890981,-0.03698050191503126,-0.08461169540862883
276979,40-60,0.01430994429116295,-0.02176500908135066,-0.09888569120942303
1095856,40-60,0.00965006387940064,-0.028167225983928193,-0.09671077902114522
885308,40-60,0.02634454148597396,-0.035966442807561456,-0.09051261537083856
285158,40-60,0.010438510145843353,-0.07116847503733076,-0.10172603129725163
1085288,40-60,-0.0004462304793930519,-0.03620903509698933,-0.1012750007889501
1086224,40-60,0.007813457047781821,-0.04393398424784793,-0.11869546397199951
275355,40-60,0.01435259205405108,-0.04946189627276788,-0.12413788136799768
328611,40-60,0.012563366460812485,-0.06932877837670705,-0.06192930156001721
975775,40-60,-0.026613844384176265,-0.08059931624769524,-0.12105885555757698
148761,40-60,-0.02227191574615362,-0.10156515134737913,-0.12421476270712335
565696,40-60,-0.018681190747020276,-0.09896610591122747,-0.13490720236574671
812387,40-60,-0.019781469175935075,-0.09413168425521443,-0.13797776381360935
1087077,40-60,0.035368077011519755,-0.06239893407408462,-0.09789417094225296
1087736,40-60,-0.003089304076092366,-0.030533592741311115,-0.09697910035047518
568895,40-60,0.017734606134690405,-0.08062247251964105,-0.09245590977723478
585806,40-60,0.0386065869330302,-0.04238379670581835,-0.07972344498335573
1016703,40-60,0.022733121764075655,-0.015001642641424819,-0.0673335428158526
656602,40-60,-0.015025052083600113,-0.10626060658284979,-0.08747576803388912
1030722,40-60,-0.020108130674189026,-0.058672622936494986,-0.13433566613999895
1093507,40-60,0.00021848763894699239,0.031089256379629504,-0.07393072098173684
1021241,40-60,5.680185367132502e-05,-0.027748287574283156,-0.07236151281379505
922335,40-60,8.644578990394183e-06,-0.07215229130197355,-0.11899187989487241
264594,40-60,0.03860067395685088,-0.04665751148948658,-0.1121798923095711
808235,40-60,0.0494406091418735,-0.03417072590695058,-0.09382545186737928
634126,40-60,0.08127625697922539,-0.027841119110410546,-0.016789644314327883
1014911,40-60,0.0015554453258093681,-0.04913235000609741,-0.08990163233290899
1095942,40-60,0.053990701675109734,-0.0041195152649751605,-0.09605708585631631
1084769,40-60,0.03192751033612391,-0.0471836920669876,-0.10384230564562963
1016676,40-60,0.03039943190836683,-0.03569053995420668,-0.07424753369942169
657091,40-60,-0.022324717562141765,-0.07104022248103706,-0.12507695358762877
1095705,40-60,0.02215638493634626,-0.07999910365431873,-0.0721385342281157
998093,40-60,0.008095346147239833,-0.15604772389756433,-0.1879335677013767
577511,40-60,0.044778293137198985,-0.05577126045781425,-0.0838973893924854
1101721,40-60,-0.033545336339935415,-0.10352858895496478,-0.1312213856926709
897240,40-60,0.045424120924486396,-0.024780740200130873,-0.09638933748578626
159078,40-60,-0.009481703901553562,-0.07089315508261265,-0.14976966585147816
1039298,40-60,-0.0407377342526581,-0.06035999034511069,-0.08765240962995918
1025483,40-60,0.040311990089035854,-0.039207879754230915,-0.0570904648029988
649893,40-60,0.0386304663752848,-0.03315189196951652,-0.0654704609838529
630318,40-60,-0.005392559921560791,-0.10380528474545651,-0.12303367476308222
326190,40-60,-0.001727942029305941,-0.10409948599491242,-0.11500035198753564
251445,40-60,0.01042761206462764,-0.06768032756763828,-0.11667591813594005
961579,40-60,0.033811136873377196,-0.05465249884681838,-0.0886589153896645
992869,40-60,-0.05433348259542916,-0.034018403121922176,-0.12215991527977141
974201,40-60,0.009389151447230536,-0.062317593627069776,-0.06599825657300847
821068,40-60,0.011065707858680794,-0.041979273037088344,-0.06905085850230021
1010615,40-60,0.016468683969337657,-0.0381121191781077,-0.0820865493002867
1054186,40-60,0.011825870832293958,-0.06598225964814433,-0.08721769757135639
615219,40-60,-0.020081016206924946,-0.08845661565389508,-0.1153621897977842
292094,40-60,0.017723651843053925,-0.07373953041357681,-0.08937651228147633
1096252,40-60,0.023284649050060113,-0.04142524467230978,-0.12808895846618215
627323,40-60,0.01207158216747699,0.005250920610570489,-0.024731909269407614
995787,40-60,0.0030121814003944876,-0.0715864802585843,-0.09215073678119215
842272,40-60,-0.00768653620469553,-0.11182866852736437,-0.13747547877752028
8701,40-60,-0.04134915224762104,-0.09031029099144054,-0.1519199729641482
1051307,40-60,-0.0030544823987278544,-0.036173052247014774,-0.08190130599676512
1040694,40-60,-0.007541398142699433,-0.06880488065305057,-0.08800375871856178
574569,40-60,-0.03638847684654536,-0.06584507712572027,-0.14454977966431348
911032,40-60,-0.006308161071987535,-0.07503301956069859,-0.11034817715710266
665009,40-60,0.0146803469421365,-0.010412010269224845,-0.04327895512980298
1057539,40-60,0.04156730879814421,-0.012777412901604128,-0.06645295208150509
994311,40-60,-0.03194768697820955,-0.08254752406945813,-0.11225577746075789
326629,40-60,0.021639962920159232,-0.09935303392209878,-0.1145209247007507
822642,40-60,-0.008001206709916098,-0.029299903401054466,-0.05900313752056191
1086385,40-60,0.005448143092590748,-0.10180246989688983,-0.13203280557882052
562827,40-60,-0.03123727353070374,-0.09756428336322386,-0.12573137330418144
293421,40-60,-0.010646006340077216,-0.04731426823863011,-0.09099463494142013
303790,40-60,0.02061591603399679,-0.05411503718739334,-0.0683803071051734
1087835,40-60,0.06166962414250357,-0.05469160383289473,-0.07173869000351762
1038830,40-60,0.023571646237208976,-0.023795996781230545,-0.05654725300647318
1087122,40-60,0.036696839327902415,-0.06881052355678166,-0.1156168598999208
1086836,40-60,0.05005686958096923,-0.03783759719755076,-0.07181765430231038
371420,40-60,-0.009413903592074162,-0.057086826959257264,-0.12849346674121737
576452,40-60,0.03444678407793995,-0.04554170286910004,-0.09198517875840939
1021797,40-60,0.07114832470174791,-0.06428588841804561,-0.08425546602855848
22231,40-60,0.07499852697685087,-0.06207337881321065,-0.07463885298855308
1007959,40-60,0.02979867070698072,-0.015493829270440414,-0.07663062308810785
1101303,40-60,-0.015933374491470684,-0.053403815767473856,-0.11302572301995514
741392,40-60,0.024505590497365927,-0.033918345109106435,-0.07019614804910218
1020244,40-60,0.023173965285934135,-0.0601082341427774,-0.13685806442421872
315884,40-60,-0.01563881117560268,-0.10091339421030958,-0.11984566182020946
230725,40-60,0.027433925151482408,-0.07205097438159466,-0.09286779026154449
1095121,40-60,-0.028925143885587302,-0.10405421361591599,-0.12187258383177402
1095555,40-60,0.05752476661118617,-0.010401000286065878,-0.025751512874538994
1031173,40-60,0.024846637480293064,-0.0514295479131738,-0.09651163114984261
910870,40-60,0.0051475382142583785,-0.06732393544921597,-0.09999868848428552
1097023,40-60,-0.020883395644654294,-0.04615619417971852,-0.11110672388361806
838101,40-60,0.02513732041358392,-0.058343375111823394,-0.08320942173045379
885433,40-60,-0.026443759102714123,-0.11240315127424536,-0.1408535253299213
81137,40-60,0.014402019464373299,-0.08409994391796646,-0.11949941009036982
613694,40-60,0.0195925143211683,-0.0024804482721382855,-0.06452058183525895
267187,40-60,-0.06627635301671857,-0.086544882867504,-0.14331137531374513
837681,40-60,-0.03354457426754725,-0.09654854904879129,-0.153009472559628
1058036,40-60,0.014146180836943408,-0.06208239367855921,-0.11523488318626599
224314,40-60,-0.009021123707578134,-0.08612446746737185,-0.1733934014040379
1048361,40-60,-0.006608571805138727,-0.07704107413630565,-0.08791144515332959
897789,40-60,0.0018918948019261217,-0.07184763327304597,-0.09508097216768495
993987,40-60,-0.02152456832100051,-0.07160093832364556,-0.11317459120782292
1043064,40-60,-0.03721069601143258,-0.05304537970018726,-0.09051383568600399
564668,40-60,0.02030901035202486,-0.0716932016099322,-0.10923609860295758
1048359,40-60,-0.02957307627966422,-0.09174578526126007,-0.14149800682525443
863387,40-60,-0.029547390634026907,-0.10166407459387239,-0.17590062109912008
1034666,40-60,0.05363147395293567,-0.046691461982340914,-0.08710906321424637
968004,40-60,0.0008997374079568049,-0.07022398768043357,-0.09553869594497826
1019356,40-60,0.00991212272243016,-0.054505706770661515,-0.11297070232154602
1055717,40-60,0.010770383962471182,-0.03932348091692703,-0.12065959903720115
810270,40-60,0.007992655660476147,-0.041660129960200375,-0.10815935917992307
1086976,40-60,0.03879934405031607,-0.033269107864163774,-0.05578991117752106
228738,40-60,0.06752332227873532,0.007888958331579708,-0.05594780943630348
273014,40-60,0.03265000149908764,-0.09060616155546292,-0.12801830908826478
992659,40-60,-0.012756060559127954,-0.07475170457431932,-0.12386230526689074
1094271,40-60,-0.03494569275477923,-0.11396078309564578,-0.14777900572813496
511837,40-60,0.03429940584869903,-0.026783932716158913,-0.08530012571376662
1082531,40-60,-0.009714840684802831,-0.047607122328210634,-0.1108637709916603
370068,40-60,0.0028668356689412616,-0.06910587450302993,-0.13973034638779813
939020,40-60,0.0038674369300175787,-0.08093594442794508,-0.1547983420598954
329901,40-60,0.03571664875025027,-0.09930490988262407,-0.09456569673826284
1100187,40-60,-0.045038503285594764,-0.10229937842685025,-0.11685465574616949
251172,40-60,0.04592895655774627,0.012288082547470835,-0.14242948381650708
290091,40-60,0.03242461824306055,-0.02415172353309528,-0.07670295729124425
779475,40-60,-0.0028992265915151853,-0.055264540869101125,-0.08989696866966926
853344,40-60,0.03884582568220925,-0.05645665851807905,-0.13180562416674602
697983,40-60,0.04431774127668024,-0.04595588636852513,-0.0980266886030312
935364,40-60,0.04591551921984871,-0.03914866905690777,-0.09157645430051223
933236,40-60,-0.018201592895007102,-0.062448326306989224,-0.07512791013555178
1052610,40-60,0.017104568868400394,-0.036812485948547476,-0.05339996882011044
1097259,40-60,-0.005566500808138149,-0.04511289928026703,-0.09504130385979494
1086085,40-60,0.041132993476647194,-0.035027622804424514,-0.09241007914475934
170770,40-60,0.02723953827739633,-0.07289157711432155,-0.07386047403273029
993041,40-60,0.01061966851537989,-0.057786342800043536,-0.08086819936845907
721885,40-60,-0.03112666522121633,-0.1031841586374232,-0.12098707207293222
816483,40-60,-0.0032928965833773673,-0.08374308004637934,-0.1119929005065492
1084722,40-60,0.004034241573696768,-0.062462505664433954,-0.07076990171553686
1088347,40-60,0.014294328552715035,-0.06447662132350715,-0.08589070781688496
426347,40-60,0.026316377086742247,-0.06173054750325881,-0.13143258365172203
1096087,40-60,0.05793556577905435,-0.0180488284039166,-0.04278703587520808
1021554,40-60,0.029749944501000682,-0.043608282876526204,-0.08029124003219425
153037,40-60,-0.007271474860520313,-0.05739131104823506,-0.0961213350013699
935362,40-60,0.10068797223817541,-0.005782508464348565,-0.05115860366091491
601624,40-60,0.03698824788434743,-0.034425841338722965,-0.058738335095926686
243139,40-60,0.045288499795780646,-0.05554932029504884,-0.09231039521554238
1089964,40-60,0.033000133425007766,-0.0710247780985356,-0.10500694309459077
1006751,40-60,0.0060112504160960215,-0.05766106566696084,-0.13013064455341533
220495,40-60,-0.030118726362178654,-0.07795713658405441,-0.1356557311203974
1087869,40-60,-0.046572628140029465,-0.10227445279479888,-0.13922194103216745
870544,40-60,0.023864818573547796,-0.03741436258572229,-0.09268632160061185
117113,40-60,0.06006646848035902,-0.01977007362812219,-0.10122928356929824
339934,40-60,0.0076032676373390465,-0.07393537471290049,-0.13980209320742323
700224,40-60,0.012953815741741849,-0.06093203429564347,-0.11963309129009067
1084075,40-60,-0.004578336373355403,-0.07233104897807657,-0.11374870932319546
1095059,40-60,0.038795311424683135,-0.019090931203640096,-0.07282175627333899
1009959,40-60,-0.0076855750636519796,-0.027007331386446325,-0.14753994533651035
311067,40-60,-0.013633491773675697,-0.10281328399236571,-0.12988706521165344
403388,40-60,0.03528164022263375,-0.060572071968580256,-0.08021841536846439
1034050,40-60,-0.04281904485198415,-0.024402472787269407,-0.11503524456986747
1016943,40-60,0.018811369058337316,-0.07304476485272857,-0.10589482488689683
1026372,40-60,0.049547792427453136,-0.0825529044092955,-0.09939602160607403
931772,40-60,-0.007500199717526829,-0.07797880407468447,-0.10961010638274266
997744,40-60,0.018767278241177323,-0.08381388736671166,-0.11452153695805065
949686,40-60,0.03599464955258132,-0.04795829517164006,-0.09194916515946128
1084555,40-60,-0.022510394583925276,-0.05556804342103497,-0.12173144138844429
1082730,40-60,0.026471220537717933,-0.03436068622785388,-0.09804929344689425
514851,40-60,0.0002780880013845237,-0.04083750368271029,-0.06716078680196524
168069,40-60,0.006852232220010142,-0.07294572607358078,-0.09796906422538401
1086933,40-60,0.004651758799836727,-0.046971531812577,-0.10044046586487121
1049484,40-60,0.004965324606707223,-0.04484501888799892,-0.10525399853534533
1089945,40-60,-0.03829712331575378,-0.12124158273177127,-0.1565040004443264
761032,40-60,0.006118791772702872,-0.07188289208457838,-0.12257589283916231
320051,40-60,-0.031257825686619806,-0.12295461462329517,-0.16238358990288365
810394,40-60,0.03923353147938157,0.018621544928837344,-0.07123046194730699
1097905,40-60,-0.04585552001300321,-0.10446878995015652,-0.124955412801977
992950,40-60,0.047901452385970676,-0.09005711048344166,-0.12919474300469858
512807,40-60,0.03687321004989329,-0.035090769481211224,-0.11997591845881356
920717,40-60,0.00161609903473681,-0.0679770811041866,-0.10084445778492312
1014697,40-60,-0.017171694362229668,-0.05711501223329703,-0.13508033075039133
334867,40-60,0.028425889108543843,-0.0524130989874287,-0.0925894742455369
580483,40-60,0.04030894033560844,-0.028944507899959657,-0.10255213942801075
1008515,40-60,0.04819477681148856,-0.02978369622863807,-0.08158409024514693
848100,40-60,-0.007538146547911677,-0.07675059268796519,-0.0830054668090874
153794,40-60,0.015640541094378846,-0.0349945090874403,-0.04875143154803925
259239,40-60,0.015032817016966916,-0.0743642638823937,-0.12250610042467329
597870,40-60,0.01748659133987707,-0.03058459283191497,-0.0800217733095529
869827,40-60,-0.030625550523430457,-0.06599671244251389,-0.11016328611027461
1091983,40-60,-0.0650314229452925,-0.13558582759762178,-0.16513039007964508
427730,40-60,-0.006541393686392335,-0.06489842403336454,-0.062271164313782296
183988,40-60,0.019729405797165686,-0.04739972122546918,-0.10147199368928131
249118,40-60,0.012343418926758526,-0.05850091728888318,-0.10299175463958536
885932,40-60,0.04163982984998783,-0.04580940417355544,-0.0242883083392608
1071722,40-60,0.05584920705437931,-0.022960081166998957,-0.0820437747274213
1098013,40-60,-0.008795185939907944,-0.06695513465506711,-0.12739451619263065
872823,40-60,0.016400226868043898,-0.04196470040788489,-0.10518953659349484
272047,40-60,0.050969132288945326,-0.04925996652384279,-0.09880437196218521
159667,40-60,0.03376660471902365,-0.054579261007780266,-0.06426177531271156
1091108,40-60,-0.00396402132171856,-0.09322521270062509,-0.13460299806848663
1024835,40-60,0.025863062566306508,-0.06205235035344738,-0.09040152044776023
310948,40-60,-0.023357288324179083,-0.09056955149775503,-0.11267599265106779
1097909,40-60,0.025194926805528973,-0.07479594840015003,-0.1149586596700149
1086855,40-60,0.01754123999673584,-0.0727773191868774,-0.13802850059503635
1038859,40-60,0.004893998057872262,-0.02795476069571691,-0.06405440613365687
813899,40-60,0.03451404274669,-0.04504678167373987,-0.06544276106878713
993178,40-60,-0.006405340333622251,-0.06125728952814942,-0.12491572577556742
1038184,40-60,-0.026759486077433732,-0.09809516832480696,-0.13302002536538604
1098180,40-60,0.030650627628660918,-0.0518971557772948,-0.08731530693856374
1085319,40-60,0.05459899994691408,-0.026912096079314586,-0.09512321878772104
400311,40-60,0.0028020762638721426,-0.05699195384645491,-0.0919666479771771
1040703,40-60,-0.039583969661300594,-0.08907012760306637,-0.11991279365099741
428941,40-60,0.02669442326865737,-0.05031574937052395,-0.1123589071274684
22670,40-60,0.009407590656609788,-0.0720736647441691,-0.09082349810558035
1102393,40-60,0.04322728135563081,-0.009280800444630753,-0.08629653892914949
983499,40-60,0.023140852544722385,0.001415945706098392,-0.07708264855569387
1057446,40-60,0.03757177073993261,-0.011743348541362306,-0.03674573667334025
915544,40-60,-0.003561201013972587,-0.05089532293625461,-0.09901335472524689
1095542,40-60,0.035923211494771734,-0.03741225377206004,-0.07509999176818412
257772,40-60,0.056717595916336856,-0.06483793942351959,-0.12188775938516992
1096065,40-60,0.02205536083516007,-0.023447365273166626,-0.09701912178676741
727765,40-60,0.03184237835080423,-0.014416004586544838,-0.0461579972285711
572517,40-60,-0.04669576552401346,-0.13977575623132055,-0.1653807579249157
936273,40-60,-0.029094877039871226,-0.10171791556450296,-0.12511859312360785
333434,40-60,0.02535491969188682,-0.08812611288770603,-0.07737930406140184
66161,40-60,0.05965714808300443,-0.06929487446023427,-0.09098366670217625
1006791,40-60,0.003197394288440583,-0.09751131387265513,-0.12365002136754619
563943,40-60,0.010571341350590398,-0.030286771697677954,-0.08224902896288458
1086174,40-60,0.018554586273500956,-0.05995457809402361,-0.11133041302899452
1017204,40-60,-0.01312714523853811,-0.10537378024338213,-0.16765534625408451
80590,40-60,0.03883998614087891,-0.06864318116332083,-0.13661670703714898
1096557,40-60,-0.015693562904364224,-0.10224676376746339,-0.12167063986466073
160312,40-60,0.053835735158644205,-0.040965551377391406,-0.08612912045400947
1029058,40-60,0.014536399406894475,-0.050243860602939824,-0.09292606581655587
492853,40-60,-0.004945055598324379,-0.09014908206717759,-0.12181411707851833
1096454,40-60,0.022301212194364893,-0.07906489436412405,-0.10713660878486087
961255,40-60,0.004952278225851874,-0.024014667755123828,-0.10207131611735806
417902,40-60,0.018225653887905098,-0.06703752596230268,-0.07071854203373744
992605,40-60,0.0021605345591918686,-0.03334253487000116,-0.07620454458791168
1003603,40-60,-0.0432942010601523,-0.1006537621379949,-0.14420253691275836
78418,40-60,-0.047188988219736286,-0.08713672521563073,-0.14653770946229908
993255,40-60,-0.014517831537981783,-0.045899860321280024,-0.13619765910073972
929046,40-60,0.01714012476037276,-0.056014996809485476,-0.11013962725913448
1101906,40-60,-0.040200829071483715,-0.09732163522037655,-0.15912714363383124
351820,40-60,-0.00530672864918998,-0.11035728619232618,-0.1254739726555466
907127,40-60,0.04393539694266062,-0.014791241316609237,-0.09536440557809303
1083743,40-60,0.008086738487122677,-0.042528816542051526,-0.07870210263881179
166043,40-60,0.011357299255368509,-0.02936139940330271,-0.1360312807209365
277632,40-60,-0.0229681612975456,-0.09373295795706929,-0.12313979497250174
817597,40-60,0.010389691783830935,-0.017184856499612485,-0.05729588865316579
1086834,40-60,-0.024375839163803033,-0.022732393552975134,-0.0665847624660786
832790,40-60,-0.010988273157125392,-0.09469587631616194,-0.13121468312047915
916901,40-60,0.043341051529182065,-0.020739836138931777,-0.08681067799827034
74759,40-60,0.04432105598784096,-0.05446820356748294,-0.09285560289386244
1098520,40-60,-0.01449114286878361,-0.00859754461895191,-0.08059924095963833
299094,40-60,0.035692392628369304,-0.07548821835365963,-0.10849862242426542
399414,40-60,-0.006509419032901503,-0.07951579487508136,-0.1057409629231449
1041050,40-60,-0.07607232775241403,-0.10901781827402969,-0.13402399763921236
1011328,40-60,0.03899845801846874,-0.047267402940555175,-0.06457066530518926
62055,40-60,-0.04712345554629627,-0.10180855396014993,-0.15114708739769805
1022735,40-60,0.03955117661201257,-0.036253117133192375,-0.094523236439041
68832,40-60,0.028599805523014426,-0.09555519660321067,-0.10369310334552186
704236,40-60,0.04121872823368557,-0.0390799930689081,-0.08193079321860708
1043995,40-60,-0.011744847996943572,-0.03178664116253076,-0.09442560160848078
62554,40-60,-0.04632031063868886,-0.11515452674882087,-0.14028702624969128
393268,40-60,0.0074195521188628565,-0.03772075861100579,-0.1041186978164714
208145,40-60,-0.000814723337156948,-0.08170422065066368,-0.15597294753156943
893642,40-60,-0.03512872750248422,-0.09274185811059885,-0.12222708400233735
283141,40-60,0.04626804084870035,-0.03577077426873577,-0.08495016676934104
1086430,40-60,0.026092827299755556,-0.07062264694116274,-0.10591802361974131
1070728,40-60,-0.04484893993361573,-0.11367383372123363,-0.13900085247551136
1099219,40-60,0.007416847159971313,-0.07120468060078854,-0.10914786490104675
556166,40-60,-0.005191505594739509,-0.04803868684463065,-0.12079921559695272
303777,40-60,0.018434040460406302,-0.05691297593112144,-0.09401314773078306
1100134,40-60,0.00500189983710354,-0.04615992359691277,-0.10034100989218499
962443,40-60,0.010299981201680667,-0.053375859075692686,-0.05632992756103144
593732,40-60,0.030918693184808436,-0.03733877381079422,-0.10294072049709552
998680,40-60,0.016743877382255246,-0.08134270376589284,-0.11094743981613338
1002145,40-60,-0.03595055588152693,-0.09671157170109385,-0.12557711992503148
1085533,40-60,0.005619611352599056,-0.06682573338229354,-0.12721528124220163
1088816,40-60,-0.005831181344955333,-0.028076659684926286,-0.08789913280152076
1065160,40-60,0.058145456905581934,-0.006043746735167983,-0.04900186958942774
1085434,40-60,0.019724558737453428,-0.016450792274772582,-0.0867109160624974
721409,40-60,0.032808425148143534,-0.06925516744406714,-0.10390644077781902
816893,40-60,-0.00596419680462121,-0.0537401596076584,-0.08291135173337916
1087173,40-60,0.007007943450128427,-0.08213957022557836,-0.0815826376055914
630391,40-60,-0.040313838549097446,-0.057372707497378536,-0.08920768339130794
798253,40-60,0.0637073324834756,-0.02591195001157993,-0.04157415338179191
920218,40-60,0.0019268659542403584,-0.03433045629329549,-0.1097927094024003
850450,40-60,0.030991158471437658,-0.043402081619724114,-0.09399445062841895
185276,40-60,0.02657322377065397,-0.02441292804711298,-0.06218789087085429
1087361,40-60,0.03225534197072208,-0.004219233007213668,-0.04873068700806661
387662,40-60,0.032977451312161905,-0.02016748417594253,-0.09297263306631401
1043914,40-60,0.009373375596826692,-0.07512800476194831,-0.12891312761794796
558448,40-60,-0.008365729106703326,-0.05950786140518942,-0.09066341323943253
226509,40-60,0.05919462650406483,-0.041835392271431696,-0.0907701474947152
257309,40-60,0.026597980813167475,-0.07202132388464524,-0.11267954716291606
1094175,40-60,4.3126414182347375e-05,-0.07726825932214514,-0.12811373616510002
989870,40-60,0.023427059891470474,-0.05596691463110609,-0.06325797932080726
572286,40-60,0.011596756549806924,-0.01530669715852472,-0.10507192475367717
1086008,40-60,-0.007223300573409074,-0.06435288245514814,-0.1671468389306831
257018,40-60,0.013143565984446166,-0.07465806409576206,-0.13812754310972725
1035931,40-60,-0.0073558089071591205,-0.07188946193716927,-0.0958278641472034
1016565,40-60,0.020340978056114976,-0.08008708694155103,-0.09962068336992273
961097,40-60,-0.050058211964975494,-0.06255639632021165,-0.09813776787688044
850236,40-60,-0.02293124940572976,-0.06440646077776928,-0.08718738398333409
656859,40-60,0.031869405860687594,-0.06560905437184213,-0.10558024470965288
437752,40-60,0.05403528505473004,-0.03213855400081697,-0.04446773758197802
160671,40-60,-0.03152096338650446,-0.09200360443577246,-0.17746945361960675
70504,40-60,0.020282179778655256,-0.06823110926671376,-0.09179806666215244
997648,40-60,0.02148295525312285,-0.056572354892713395,-0.14501558831968459
996181,40-60,0.0722591381676524,0.015586685887473457,-0.08021003734843421
838845,40-60,0.03789004956957009,-0.04976480585663991,-0.09057654268565317
74328,40-60,0.003530766074151013,-0.024292924469735067,-0.07836765343264425
333327,40-60,0.014080910395193696,-0.08408444519670524,-0.10652668955787095
911056,40-60,-0.051565975756313505,-0.07112026362133421,-0.08207557709238769
1084354,40-60,0.019131565274662064,-0.032551857353913194,-0.05719321052203824
370979,40-60,-0.018716121937048587,-0.09479466575814657,-0.11422529098924819
652961,40-60,0.02109133954015209,-0.08909854266701346,-0.12919524990717327
582641,40-60,0.029877199710404555,-0.05001236108794358,-0.11170287011976057
780215,40-60,0.013679307162340254,-0.009075709995478319,-0.06558374285942464
270642,40-60,0.012699843452314188,-0.044313741670225656,-0.09607081316875293
885301,40-60,0.015001835353328254,-0.08658857525766633,-0.10151028481020682
596282,40-60,0.006069111786868593,-0.03791025783295865,-0.0851682795424707
963788,40-60,-0.040182152509534816,-0.0741515504879812,-0.12727880691639992
1017892,40-60,0.0014124450778637944,-0.0662402242908764,-0.08584270910448343
915305,40-60,0.017639426191745935,-0.07694524722069447,-0.12083418704497295
415815,40-60,0.007277118843440667,-0.07695348901657176,-0.12509693299636754
871376,40-60,-0.004602970685907591,-0.05218348363863384,-0.15902954602377248
1014210,40-60,0.0007331040643848031,-0.07444919245961353,-0.12036943163506533
913098,40-60,-0.008946597311417774,-0.06552167645988449,-0.12765978430901312
626318,40-60,-0.03673527075265637,-0.05207254311065518,-0.13455661693631538
692955,40-60,-0.00466005424105688,-0.0664886194848093,-0.1056957120118224
562821,40-60,-0.01692140027814653,-0.09687161221710569,-0.10082165794734432
1033443,40-60,0.03018223063688872,-0.01624727115215527,-0.05309063166078831
77424,40-60,-0.01286885606918109,-0.1193656298385894,-0.15685923325996232
1086248,40-60,0.01380526717289115,-0.035765318247334296,-0.09673812544659924
885153,40-60,0.041485680446588145,-0.03343228256872573,-0.0710122151026512
1095955,40-60,-0.037916091151061176,-0.06021019023281794,-0.15953507856937676
279718,40-60,0.023480303915170864,-0.04034246134752743,-0.11503473096715125
1080253,40-60,-0.01169157037222299,-0.04407872632969344,-0.1287584500684325
86701,40-60,0.0292728620033677,-0.017442274532240606,-0.07348027172854746
1093621,40-60,0.016542160049908664,-0.029150752502375973,-0.09739300511167502
339501,40-60,-0.01074626572696733,-0.06806039818562776,-0.09987926243522409
79698,40-60,-0.002883017581495874,-0.07892330007888036,-0.12051512370462415
379337,40-60,0.006599028906561555,-0.04714725541966959,-0.10951739441512333
425505,40-60,0.029865259690826935,-0.018332859422583475,-0.09067323157760984
935973,40-60,-0.030506151528406574,-0.1082136183620774,-0.16098398441645187
154785,40-60,0.003946589820908236,-0.08520951701444536,-0.13062382905492875
635497,40-60,-0.006787734265869764,-0.06757881518342367,-0.10072605313497549
847726,40-60,-0.02188029866866193,-0.10609076082376134,-0.15543789986273499
872855,40-60,-0.007811173554607524,-0.05623765998620608,-0.1246015118969153
900924,40-60,0.04728027325633706,-0.039890545651565884,-0.11074969272667248
1039195,40-60,0.05722428366909339,-0.04652030027520665,-0.06126716006048612
1078222,40-60,0.01051750398559026,-0.06135740030239832,-0.11248038854443203
1095335,40-60,0.023272295805269475,-0.05549359112822169,-0.1138331975975402
604673,40-60,0.02771281677216344,0.017625190481589705,-0.08404796423198242
641156,40-60,0.027352055430407786,-0.025678630106539185,-0.10544794364921906
1087105,40-60,0.09526600821561797,-0.003149170490282859,-0.04333643975939826
161828,40-60,-0.005196821488444043,-0.08290967588118088,-0.11217588579497922
1031502,40-60,-0.0037585578930148843,-0.047887527330137666,-0.03730773105065571
557417,40-60,0.0037516304398467135,-0.07854257284500393,-0.11815534159958525
1098071,40-60,0.05016017173155551,-0.034895757008148724,-0.07746582534027116
956403,40-60,-0.012803691436717793,-0.11900719615292356,-0.10107943360434946
1025348,40-60,-0.0182045087663311,-0.04995136221785523,-0.06692297324971826
1062457,40-60,0.05313094714388279,-0.008267519762897968,-0.06836538428333892
658667,40-60,0.01919792292621486,-0.10809014892805957,-0.14992543082318432
282214,40-60,0.03946415917116489,-0.04791050206818205,-0.09006242777374611
994449,40-60,-0.018681201318588653,-0.0855070978147128,-0.0869911619896637
337190,40-60,-0.003979066030604474,-0.056765068402086546,-0.10244512243688284
1097236,40-60,0.032151661477125594,-0.07083172727813508,-0.10170518079421181
